Name,id_Number,row_Number,seat_Number,auditorium_Number
Kathryn Bower,73066197912296115,4,13,4
Kathryn Dugas,95732197612224295,7,21,3
Kathryn Ferrer,57927201107248733,13,33,4
Kathryn Garcia,25115199003015825,36,41,5
Kathryn Goracke,42639200305144652,13,9,3
Kathryn Hinkle,71040201612148665,23,59,2
Kathryn Jenkins,78804193910113418,24,38,4
Kathryn Kowal,86401200005131067,11,1,5
Kathryn Larson,49634197402215399,44,18,1
Kathryn Lee,65781198701065813,14,3,3
Kathryn Miller,81041197205082368,10,61,4
Kathryn Newhouse,26968197112075213,25,7,6
Kathryn Smith,22457193107241573,25,41,2
Kathryn Smithers,30687199705257839,5,46,5
Kathryn Stafford,80872199706162105,32,24,5
Kathryn Waligora,71333198008141275,55,10,4
Kathryn Walker,44533200103048636,31,31,5
Kathryn Zellmer,54268193708226230,36,1,4
Kathy Bauer,24971196401113536,19,44,1
Kathy Bland,55805196012271423,32,7,4
Kathy Crittenden,25053195111063550,41,58,1
Kathy Easley,95218194811074145,7,1,4
Kathy Eichmann,67592199906157852,65,37,4
Kathy Ellis,40467199710022034,2,5,4
Kathy Elmore,86635199209294904,34,53,2
Kathy Flythe,43902198801254830,46,41,5
Kathy Gibson,62145195801216164,7,24,3
Kathy Harper,68367201407237697,19,29,3
Kathy Holcomb,93810198307094093,58,1,2
Kathy Legions,97090194506129319,43,11,6
Kathy Lira,15573199509178567,44,34,5
Kathy Massengill,12843193006281665,22,17,1
Kathy Mathes,47724197606149172,8,7,4
Kathy Mcintyre,81256195808183233,1,32,3
Kathy Montgomery,18885195608071791,22,43,6
Kathy Moore,28198200304196505,43,14,5
Kathy Noble,16957200212107018,39,67,1
Kathy Reynolds,48345196407108462,16,38,1
Kathy Russell,42651200005024549,1,62,4
Kathy Schug,27095197212244872,3,49,4
Kathy Seely,49948201505153098,37,3,3
Kathy Suarez,66233200903184907,29,13,3
Kathy Waite,43439201303144920,59,12,4
Kathy Watkins,22012199305099946,7,2,6
Kathy Wyatt,23841199904279221,11,17,5
Katie Brown,97756196306286015,18,42,6
Katie Mclaren,99324200511242153,9,48,1
Katrina Bennett,74768194304284192,14,40,6
Katrina Fruits,52220197204237015,57,43,2
Katrina Hobbs,34159200507127832,8,15,5
Katrina Mcclaughry,12532193204089439,20,12,2
Katrina Riddick,24754193811304934,66,46,4
Katrina Singleton,35300201007143210,13,9,2
Katy Fouse,97048200907254263,41,7,4
Katy Sims,21190201507287684,29,33,1
Kay Anderson,87871196209149700,56,62,2
Kay Bevens,88347193108208724,17,5,1
Kay Eastwood,52970195702068085,67,29,4
Kay Farnham,22182197410299490,23,24,3
Kay Ramirez,21478199604304383,39,66,4
Kayla Vega,67254199410276963,38,43,2
Kaylene Buffington,80507199809046322,46,51,5
Keisha Holt,80765194303259043,20,43,2
Keith Albright,51434197112317980,47,59,2
Keith Blackwood,50003200409305098,37,62,1
Keith Chavis,54499194605275888,26,44,1
Keith Cipolla,84519194802275478,6,5,6
Keith Cushing,80965193609262282,4,37,5
Keith Diaz,82528194502099193,10,8,4
Keith Eckloff,68273194305221038,30,4,4
Keith Frisco,67703198902204946,22,62,1
Keith Goodman,46412195306086780,4,52,4
Keith Harvey,49437197702247082,9,43,5
Keith Jones,42972193512182676,4,21,3
Keith Looney,35976199511089450,48,65,2
Keith Lowry,74659199108113621,16,38,2
Keith Magruder,29815200303213412,4,8,4
Keith Przygocki,52472201304043573,7,7,5
Keith Purcell,95663201704232340,9,21,1
Keith Reynolds,93784196211287661,36,2,1
Keith Segrest,97156195212175155,6,28,4
Keith Stoker,38490196701296706,20,17,3
Kelley Kirby,57690194811186644,34,27,6
Kelli Dunn,56319194203136764,26,45,4
Kelli Tims,90455201811301995,66,27,4
Kellie Bienkowski,11752197206224458,18,8,3
Kellie Goodier,53062196709207640,32,46,4
Kellie Mitchell,49539196901078430,17,57,1
Kellie Stanton,76563196410119991,36,44,1
Kelly Androlewicz,69213199506091561,15,5,2
Kelly Arrington,89402195902184820,42,6,1
Kelly Barnett,17584199903089184,4,34,5
Kelly Botelho,68472199909299546,47,24,4
Kelly Brown,46449197702184622,4,4,1
Kelly Burger,18128197112084490,24,56,5
Kelly Carlson,99239197101282663,29,12,3
Kelly Cox,99007195802071879,55,65,4
Kelly Dumas,59831200709286140,29,18,6
Kelly Eells,31085195902017748,32,44,4
Kelly Freed,94016193001057135,11,63,4
Kelly Gaffigan,80350194410181511,43,32,4
Kelly Gafford,66793195906239594,6,24,5
Kelly Garcia,62739194002284872,37,58,5
Kelly Gullixson,71752196103279852,50,10,1
Kelly King,33359193706144584,6,3,4
Kelly Mangiafico,74158196207119234,4,17,5
Kelly Meade,20431199209076742,2,6,1
Kelly Paquette,96511200512199979,22,34,1
Kelly Portillo,66179196103296308,4,28,4
Kelly Potter,63756198101243287,5,54,2
Kelly Powers,89038195409167796,21,49,1
Kelly Ring,39234195904186709,43,52,5
Kelly Valenti,63833197208121206,17,21,3
Kelly Villa,26191197512039804,60,12,4
Kellye Dion,77031200701033332,46,29,5
Kelsey Felts,10956200612243621,25,26,4
Kelsey Lawson,53003193802283579,15,33,4
Kelsi Granger,90632193611278922,36,52,1
Kelvin Dix,57006201505082679,16,33,1
Kelvin Oliver,93888200301117321,23,52,5
Kelvin Rodriguez,69817200109282502,4,29,5
Ken Camacho,24564200409098966,32,46,3
Ken Champ,54426194509045008,31,34,3
Ken Coleman,42609194703085520,23,23,3
Ken Osborne,65839193707029971,3,12,5
Kendall Corso,89254193603063849,35,11,2
Kendall Lawson,73061199109049003,27,15,4
Kendall Mcdowell,37641194103213248,6,66,2
Kendra Benjamen,90533200510022246,20,23,5
Kendra Rieves,91033196308116275,31,52,1
Kenneth Abrams,12055195503227870,34,18,6
Kenneth Adams,61808197208043985,20,63,1
Kenneth Alam,94691197207144820,31,25,1
Kenneth Arwood,39186198008048465,25,7,3
Kenneth Bennett,73648193310197469,4,2,5
Kenneth Black,64539202005082478,55,61,4
Kenneth Braswell,46995197202105221,36,13,2
Kenneth Campbell,55646193702025230,29,32,1
Kenneth Chen,80797200110131733,33,38,1
Kenneth Clark,37623193501099767,52,43,4
Kenneth Cohen,29307198307165029,50,31,4
Kenneth Connor,51891200507225615,18,47,3
Kenneth Cousins,40059198304019540,19,63,1
Kenneth Cullinane,80012193008021402,45,48,5
Kenneth Dawson,49492200510051452,2,7,4
Kenneth Dukes,52472201704084183,37,16,6
Kenneth Elliott,70478199210204427,19,35,4
Kenneth Fennessey,21321200406206352,2,36,5
Kenneth Folmer,72435201001213491,37,3,5
Kenneth Fox,96358198407153724,34,19,4
Kenneth Frierson,68118196605017539,1,10,4
Kenneth Garcia,24410199505223001,24,26,6
Kenneth Gerlach,11713200505222329,2,3,2
Kenneth Glover,29135198112141577,42,47,5
Kenneth Grant,25463193204255867,21,10,6
Kenneth Grant,70942194502202902,1,31,4
Kenneth Gurney,39160200704046468,5,60,1
Kenneth Haro,13172198107194738,21,15,3
Kenneth Harrington,66444194409053095,50,26,2
Kenneth Harris,14688196210083498,22,8,3
Kenneth Ingersoll,58868200306303542,22,8,5
Kenneth Johnson,78957195102035317,25,3,3
Kenneth Klein,29202198507312389,9,42,5
Kenneth Ladd,35754197610051555,28,24,1
Kenneth Lee,71728199409023573,21,4,4
Kenneth Lermon,72704196510147937,1,46,1
Kenneth Lindsey,47659200309079475,4,5,5
Kenneth Lipsey,52079195909108190,19,46,5
Kenneth Lofton,38421198404199553,51,34,2
Kenneth Loomis,77537198802062417,31,60,1
Kenneth Malloy,27572200002026856,34,27,3
Kenneth Marshall,83608200205017369,2,10,3
Kenneth May,61869201404168200,2,21,4
Kenneth Mcgowan,90673199506231254,23,38,2
Kenneth Meyer,63715201409243190,18,24,4
Kenneth Nails,85612198907186147,3,20,1
Kenneth Nava,15465201511025292,29,53,2
Kenneth Nelson,45848201810314255,8,46,1
Kenneth Nitta,68378193306299505,30,2,2
Kenneth Pearson,50107198811175690,21,12,3
Kenneth Pike,14175200402069819,5,39,4
Kenneth Quesada,46251197111171333,39,32,1
Kenneth Reasoner,93310200104287294,25,55,2
Kenneth Reidinger,47109201703143314,25,29,6
Kenneth Richards,91925195201108321,22,15,4
Kenneth Richards,31014199108175776,62,16,4
Kenneth Riester,63096201504145273,59,42,2
Kenneth Rivera,22233195609225641,36,2,3
Kenneth Robinson,77761195211294468,53,10,4
Kenneth Rogowski,61289198607238229,28,50,2
Kenneth Santos,17534199706073844,19,4,6
Kenneth Shockey,57666193410313877,42,42,5
Kenneth Shope,63004198604072294,13,44,3
Kenneth Silva,84652201111277340,10,3,4
Kenneth Starkey,76165201608173988,40,45,2
Kenneth Stauffer,93980197609143653,8,9,3
Kenneth Stenn,58397201505186254,44,44,2
Kenneth Storey,47886195706304072,22,52,1
Kenneth Taylor,27663199106176873,50,34,1
Kenneth Tejeiro,53874193210174746,8,30,3
Kenneth Thompson,90939193103107057,26,41,3
Kenneth Tyrone,88478201410295028,10,40,1
Kenneth Ulloa,74002193205269497,27,57,5
Kenneth Underhill,11754199911086031,40,57,2
Kenneth Walker,35404200504086136,41,12,4
Kenneth Wells,44669196303064192,14,62,5
Kenneth Whitehead,17336200807033219,17,35,4
Kenneth Wickman,67952197003156505,46,14,2
Kennith Melton,11974194308121482,12,1,6
Kenny Corcoran,38123200310016448,26,27,5
Kenny Miller,46014194011087049,44,58,4
Kent Faulk,46187197107067288,16,64,4
Kent Jimenez,37789201711296490,33,35,6
Kent Kovar,65937198009192181,29,64,2
Kent Meredith,71212193310072637,36,36,1
Kent Reyes,45380197201055236,35,37,2
Kenya Smith,95547197108213841,32,17,5
Kermit Bludworth,96674193508059818,31,53,4
Kerrie Williams,87081196301254683,13,28,2
Kerry Fetherston,26825201002212606,16,23,2
Kerry Franklin,88695196105012990,61,60,4
Kerry Green,28437200908016207,37,20,1
Kerry Keeter,58108195008271101,54,15,2
Kerry Magee,99806193004212856,34,1,6
Kerry Miner,24547194308185589,54,8,2
Keven Delisa,45929195909228519,8,36,5
Keven Hill,38617201009207808,17,51,2
Kevin Arnaud,20387201606108534,10,26,4
Kevin Austin,81660195403058674,6,58,5
Kevin Baker,30653198303229850,21,55,4
Kevin Banks,44840198404128058,39,1,2
Kevin Barrickman,83766195805086799,24,5,3
Kevin Bello,87886201702069424,59,37,2
Kevin Bentley,66657199412025523,32,27,5
Kevin Brown,30701201009179407,24,39,5
Kevin Carvin,21417197704151745,43,30,5
Kevin Conger,13814199801087503,14,36,3
Kevin Cookerly,45659200703154648,30,13,6
Kevin Coronado,59455193504217470,28,14,4
Kevin Decker,52088196401075408,20,8,1
Kevin Devens,59684196905195399,58,66,4
Kevin Evans,64821194301024473,30,31,1
Kevin Farmer,33576200005308039,24,63,4
Kevin Fletcher,68501193008184416,22,55,2
Kevin Fortin,27847200210057434,41,5,6
Kevin Fox,85818198107219967,2,47,3
Kevin Frank,43953195109277786,37,68,4
Kevin Frick,49346193306183088,31,68,1
Kevin Garvey,45817196001072043,62,31,4
Kevin Gaskins,21281198209297650,37,44,2
Kevin Gibbs,38715200212278307,5,42,3
Kevin Graves,88972198307148459,7,36,1
Kevin Horowitz,74767199401276316,23,45,2
Kevin Hughes,94138198109193722,27,5,2
Kevin Jacoby,92659194410102833,26,31,1
Kevin Jones,14785193901097779,30,29,5
Kevin Kendall,79708199305135278,44,53,4
Kevin Kimber,54923198503173935,63,62,4
Kevin Lawrence,39739197103278672,10,7,5
Kevin Lung,79035194003297095,45,24,1
Kevin Maher,63975199202105413,5,64,4
Kevin Manser,96401200010317454,16,10,5
Kevin Mcclaskey,83691195512209334,44,14,4
Kevin Mcgrath,67165196909023015,27,41,5
Kevin Mercado,56589193902216447,5,42,1
Kevin Meredith,12359193711275800,47,2,4
Kevin Milo,46581194112249922,9,23,6
Kevin Mulligan,45195194606212866,25,18,5
Kevin Osher,40639198905021005,54,61,4
Kevin Parramore,76424201411259152,29,31,5
Kevin Pitt,20132201103205087,36,15,2
Kevin Pruitt,73687196506268458,57,28,4
Kevin Ragsdale,85639196809147011,3,3,3
Kevin Ring,39996195802135289,25,62,5
Kevin Schoppert,78725193211294911,28,43,1
Kevin Schrunk,70895196803102057,19,39,6
Kevin Selover,52925195202294851,54,67,4
Kevin Simon,48598201911059199,58,21,2
Kevin Slavin,93857198512109476,38,19,6
Kevin Soza,12988195008086194,17,58,5
Kevin Sparks,27014199605232878,28,1,5
Kevin Stevens,33562200907213560,43,33,6
Kevin Turner,62493201005315527,31,5,3
Kevin Watson,27743200004306327,28,12,3
Kevin Weeks,10878199401038259,29,2,5
Kevin Welch,50013200710185962,6,17,5
Kevin Williams,79389194605196400,33,34,6
Kim Back,63619193709229876,4,9,5
Kim Barbetta,20334198105043362,39,39,5
Kim Counterman,18933200505308462,1,39,5
Kim Daniels,53495196609165116,45,61,1
Kim Ellington,20827200302093096,2,51,4
Kim Gallagher,73570198512198633,29,33,2
Kim Gillman,60185201207209167,44,63,4
Kim Green,65436197802025046,38,38,6
Kim Jackson,59793195211051929,17,20,4
Kim Jeffries,44608195801246723,56,5,2
Kim Lancaster,26740200005299019,31,42,3
Kim Lawhorn,32951195903088371,9,56,2
Kim Nieves,12100197409302379,37,53,1
Kim Oleary,94991196202193719,36,7,1
Kim Ramos,17795200112139328,21,15,6
Kim Sanchez,80232196207156622,21,11,5
Kim Simonson,54832197403104289,2,19,4
Kim Taylor,98675196311194835,37,48,2
Kim Thompson,95811199201095084,1,11,4
Kim Tuner,20961198001278659,22,62,5
Kimberly Barrett,89766193404173988,11,49,1
Kimberly Brandt,75891200110198239,58,20,4
Kimberly Bunch,85197196412314582,5,17,4
Kimberly Carroll,98165197906231469,7,26,5
Kimberly Cobine,67856193912079969,36,62,1
Kimberly Cosio,44513199512231583,47,6,2
Kimberly Foret,66759195910235069,54,22,4
Kimberly Fornili,15488201507308984,2,27,1
Kimberly Gleeson,28647193807244357,3,41,5
Kimberly Harris,17145194108209106,8,1,2
Kimberly Jenkins,67331194209158096,47,56,2
Kimberly Jennings,78875201807071948,32,37,4
Kimberly King,42792196809066899,7,10,2
Kimberly Kirsch,67210199210241483,56,42,4
Kimberly Kissinger,43150200408223750,8,54,4
Kimberly Lawrence,73212197705248634,14,47,1
Kimberly Leiva,20367200310139775,7,62,4
Kimberly Lynch,50310198611131299,49,33,1
Kimberly Mahajan,42398196406062396,17,40,4
Kimberly Martinez,99670193008169368,17,63,2
Kimberly Mason,76409198612196932,28,6,3
Kimberly Mellon,72633200410105644,56,33,2
Kimberly Nelson,90315201604037789,4,5,6
Kimberly Pennell,18381201509058839,9,40,6
Kimberly Pollock,23084200708066391,35,13,4
Kimberly Pope,62914201007287590,62,18,4
Kimberly Ramirez,49081197501281256,33,68,1
Kimberly Roebuck,11720196910212469,1,16,3
Kimberly Schreiber,61887198202228978,8,2,4
Kimberly Stocker,78568194512182822,24,19,3
Kimberly Thompson,98843200905168285,43,31,1
Kimberly Trembley,85709200211092434,17,7,2
Kimberly Velez,79809197310235249,68,41,4
Kimberly Waite,73797194003198812,23,3,3
Kimberly White,57918197008187122,8,5,6
Kimberly Williams,12174199608147664,67,4,4
Kimberly Williams,77587197110235122,21,46,2
King Simms,78872198511136048,20,16,2
Kira Giannecchini,13734197301176630,58,63,4
Kirby Welsh,52949194105047051,47,66,1
Kirk Blackshear,46082199902224680,33,15,5
Kirk Davis,42134198008092999,33,23,2
Kirk Duarte,89648200412298923,10,8,2
Kirk Griffin,57867201303094686,22,21,6
Kirk Walton,73107200201203546,60,35,4
Kirk Williams,10462196302255769,42,39,2
Kirstie Benson,60098199509132172,28,36,4
Kizzy Destephen,38673195505278238,1,19,3
Kris Sheppard,50398200909207672,57,10,4
Krishna Morris,58461199311109618,15,61,2
Krissy Dampeer,79863197609162558,26,10,5
Krista Beard,35715194112211545,40,51,1
Krista Powell,63907199101138878,17,3,6
Krista Roy,55609199512054358,50,50,1
Krista Smith,44640196206262985,39,22,3
Kristen Campbell,70984195203212103,7,38,2
Kristen Carr,23106200111193947,11,37,6
Kristen Foran,37433194102227399,33,13,2
Kristen Huneycutt,41890199007095722,17,28,2
Kristen Kelly,26416198101043407,42,25,2
Kristen Lor,48576193209256627,8,45,5
Kristen Offield,99900194906186340,32,38,3
Kristen Padilla,58094196107153617,26,42,4
Kristen Sam,72423199608208227,33,53,4
Kristen Travis,19811197210201374,50,19,2
Kristi Familia,42749200909192322,32,19,2
Kristi Garrison,80266199812205122,22,11,6
Kristi Holland,39203200609277397,31,32,6
Kristi Johnson,60913194002041064,10,31,2
Kristi Morse,79953198304165725,13,8,5
Kristi Putman,18166200011291358,22,27,3
Kristi Ross,92711195908042185,28,41,6
Kristi Rothery,26725199602144796,24,57,1
Kristi Wilson,86876200006303238,11,18,1
Kristian Carnes,42741196407298703,45,45,5
Kristie Campbell,60587194405056394,4,37,4
Kristie Coll,14308197804199522,47,23,4
Kristie Olivarez,96195201606165505,38,27,2
Kristie Wilhoite,55787200910137465,12,35,5
Kristin Carder,84423200401122194,10,57,5
Kristin Cervantes,30009197901083420,3,42,1
Kristin Donahue,93281194505097381,39,53,5
Kristin Hazard,91364195911292864,43,35,4
Kristin Hudgins,15749201503065635,50,46,2
Kristin King,37768195712079500,5,29,4
Kristin Lund,92600196608046082,46,22,1
Kristin Mccauley,76851194112069034,12,39,5
Kristin Mejia,46482198412148784,35,38,4
Kristin Mullins,26422197703116725,36,3,6
Kristin Sanders,22653195409245835,30,62,5
Kristin Sawtelle,24736196605135433,1,31,2
Kristina Plummer,45167200104022962,30,16,3
Kristina Skowron,75207195606089508,68,37,4
Kristine Barron,37512193305302069,11,15,6
Kristine Duncan,88277197903175755,21,16,4
Kristine Parrish,33792198704251691,7,29,6
Kristine Tafolla,34739196502124497,26,31,4
Kristle Crowell,40888195210192029,19,21,2
Kristopher Bridges,55336196707215634,18,6,2
Kristopher Little,99113199704148959,3,3,1
Kristopher Myers,77525198311213147,19,50,5
Kristopher Shadle,66335198810075731,34,4,2
Kristy Jackson,10460193606243048,2,38,1
Kristy Lokke,89613197608146357,7,61,5
Kristy Redding,52254196609207706,19,43,5
Kristy Sroka,57525196510304797,8,47,3
Krystal Hershey,17261198907195799,6,51,5
Kurt Baranoski,70284199508268509,37,4,3
Kurt Epperson,71275201810268288,30,38,4
Kurt Jaworski,88543193505256572,8,19,3
Kurt Jay,82124197107272189,31,23,2
Kurt Long,65584196611146434,35,12,2
Kurt Macvane,48508194102064099,24,12,2
Kurt Plunkett,16105193604135963,7,23,6
Kurt Wall,50499199905154669,27,40,1
Kurtis Yockers,60849193309159462,9,4,2
Kyla Schiefelbein,92560193412146492,58,6,4
Kyle Carpio,58476195306184969,12,23,2
Kyle Cox,16682197902052304,16,50,5
Kyle Daniels,30225198201234042,59,40,2
Kyle Ellis,87831197704127720,43,6,5
Kyle Fowlkes,95063196712113443,45,2,5
Kyle Frye,75029198906229932,65,53,4
Kyle Gardella,73225194712028798,38,39,4
Kyle Gray,54374196005189624,37,42,5
Kyle Laux,55177194203217931,38,50,2
Kyle Lewis,66130200004115247,24,2,3
Kyle Moore,60975201805292381,14,52,5
Kyle Ramos,49102201810215059,13,2,5
Kyle Rice,89393200504024423,52,16,4
Kyle Seng,94630193910093925,33,32,1
Kyle Thomas,51612200105131216,47,15,4
Kym Ridgway,68013199909295465,7,2,2
Laci Murray,69740194804074516,8,62,1
Lacy Cooley,81334198003156722,17,6,6
Ladonna Fitch,19867197401129589,44,6,5
Lahoma Todd,48769194701084021,42,55,5
Lakeshia Paul,93275197804057486,46,42,5
Lala Waters,30566199408199666,28,65,2
Lamar Fey,25216199209123814,27,41,4
Lamar Morris,79710193609113331,32,22,3
Lamont Smith,75267193511236629,8,28,2
Lana Congleton,53319198112035365,37,23,1
Lance Blair,20769197511148419,45,58,5
Lance Brase,59923196902249697,9,57,4
Lance Carleton,75906199001026239,25,2,2
Lance Gardner,95971194511273353,28,30,2
Lance Harmon,80174198004011821,34,65,4
Lance Knarr,89756199309271854,20,16,4
Lance Lynn,67750193603125832,24,37,2
Lani Pickett,66134200312235636,50,53,1
Lanny Gailey,86101195901171359,15,30,6
Laquita Matten,92305196702082113,37,22,6
Lara Ealey,34095198307158469,24,34,4
Lara Lee,79710199903307937,1,21,6
Lara Peterson,98890195612283004,11,30,1
Larae Henning,58415193003201410,37,7,4
Larry Acosta,17281193708308216,12,19,4
Larry Benfield,12102195806214232,10,23,3
Larry Bondy,21600198710056285,6,23,1
Larry Brooks,12236195805293328,37,39,4
Larry Cohen,78954199811152427,1,14,5
Larry Coplan,51136193607219114,45,15,4
Larry Corral,42297196508247327,36,41,3
Larry Davidson,90015197501037031,26,41,6
Larry Degeorge,50495201010179300,20,42,1
Larry Demars,85766198601188813,35,19,6
Larry Frey,75232201607079133,18,43,1
Larry Gonzalez,62100194609283245,19,58,5
Larry Herron,21939194309214150,35,46,4
Larry Hiers,48248200209134950,19,8,6
Larry Hinde,52606195506123738,52,41,2
Larry Hollinger,57714201107258361,26,29,1
Larry Humphrey,79717195812297107,11,35,1
Larry Kissel,93768200704028648,21,40,3
Larry Lopez,65988195403138176,38,35,6
